Country,Alcohol_Consumption,GDP,Christian,Muslim,Irreligion,Hindu,Buddhist,Folk_religion,Other_religion,Jewish,Democracy,Education,Wine,Year,Depression,Homicides,"Drug_deaths_per_100,000",Median_age,Population,conflict_deaths,deaths_to_pop_rate,elec_acc_pct_pop,Urban_population,Rural_population,pct_female,urban_pop_share,suicide_death_rate,depression_per_pop
Lebanon,1.65,7663.92,47.3,55.3,0.3,0.0,0.2,0.0,0.0,0.0,0.41,8.5,9431.0,2015,253984.0,271.0,2.01,28.8,6398941.0,190.0,2.9692413166491142e-05,99.58317565917967,5755684.0,776997.0,49.671199798583984,88.11,3.4,0.03969156771409519
Lesotho,4.8,1146.06,96.7,0.1,3.1,0.0,0.0,0.1,0.0,0.0,0.44,5.66,0.0,2015,96981.0,934.0,0.42,21.0,2118532.0,3.0,1.416074904698159e-06,31.67733383178711,554039.0,1504972.0,50.8536376953125,26.91,45.9,0.045777453444177385
Liberia,5.7,721.58,85.9,20.0,1.4,0.0,0.0,0.5,0.1,0.0,0.5,4.53,0.0,2015,166723.0,484.0,0.2,17.5,4612330.0,1.0,2.168101588568034e-07,15.161735534667969,2228064.0,2244165.0,49.831729888916016,49.82,9.5,0.03614724011508283
Libya,0.03,4337.92,2.7,96.6,0.2,0.0,0.3,0.0,0.0,0.0,0.24,7.31,0.0,2015,299719.0,155.0,2.53,25.1,6192241.0,1599.0,0.0002582263836307405,73.42857360839844,5087798.0,1330517.0,49.387184143066406,79.27,4.5,0.04840234738925697
Lithuania,15.38,14263.96,89.8,0.1,10.0,0.0,0.0,0.0,0.0,0.0,0.75,12.96,4377.0,2015,150929.0,168.0,4.08,42.1,2963764.0,0.0,0.0,100.0,1952971.0,951939.0,53.94966125488281,67.23,29.5,0.05092476998843363
Luxembourg,13.18,105462.02,70.4,2.3,26.8,0.0,0.0,0.0,0.3,0.1,0.84,12.46,11069.0,2015,21151.0,4.0,2.54,38.3,569415.0,0.0,0.0,100.0,513663.0,55941.0,49.81111145019531,90.18,9.2,0.037145140187736535
Madagascar,1.88,467.24,85.3,3.0,6.9,0.05,0.0,4.5,0.1,0.0,0.25,4.94,7707.0,2015,831507.0,1731.0,0.28,17.9,24850912.0,169.0,6.800555247227949e-06,23.00593376159668,8528700.0,15705380.0,50.145450592041016,35.19,10.1,0.03345981829560219
Malawi,3.62,380.6,82.7,13.0,2.5,0.0,0.0,1.7,0.0,0.0,0.43,4.12,0.0,2015,473408.0,444.0,0.34,15.7,16938944.0,13.0,7.67462245580362e-07,10.800000190734863,2731662.0,14013643.0,50.73165893554688,16.31,12.3,0.027947905135054463
Malaysia,0.85,9955.24,9.2,63.2,0.7,6.5,17.7,2.3,0.2,0.0,0.25,10.26,0.0,2015,1104384.0,853.0,0.37,27.3,31068834.0,3.0,9.655978721312811e-08,99.77881622314452,22464991.0,7805974.0,48.51446914672852,74.21,5.4,0.035546361347194425
Maldives,2.07,9033.41,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,6.65,0.0,2015,12701.0,9.0,0.37,26.8,435590.0,0.0,0.0,99.70647430419922,175274.0,279640.0,40.34762573242188,38.53,3.7,0.029158153309304623
Mali,1.25,751.47,3.2,95.0,0.6,0.0,0.0,1.2,0.0,0.0,0.44,1.87,0.0,2015,444914.0,1982.0,0.14,14.8,18112910.0,264.0,1.4575239428672698e-05,37.59999847412109,6973939.0,10464833.0,49.99576187133789,39.99,8.0,0.024563363921092745
Malta,7.56,24921.6,97.0,0.2,2.5,0.2,0.0,0.0,0.0,0.0,0.63,11.21,2561.0,2015,15702.0,4.0,1.62,39.2,456585.0,0.0,0.0,100.0,420192.0,24861.0,49.95582962036133,94.41,4.3,0.03439009165872729
Mauritania,0.03,1524.07,0.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.29,4.46,0.0,2015,100971.0,471.0,0.19,16.9,3946225.0,1.0,2.534067368180983e-07,39.5,2067216.0,1979088.0,49.891357421875,51.09,6.5,0.025586731623260205
Mauritius,3.94,9260.45,25.3,16.7,0.6,56.4,0.0,0.7,0.3,0.0,0.68,9.43,0.0,2015,56240.0,30.0,1.34,34.1,1293159.0,0.0,0.0,99.36161041259766,517668.0,744937.0,50.47111511230469,41.0,8.5,0.043490398319154876
Mexico,4.92,9616.65,95.1,0.01,4.7,0.0,0.07,0.06,0.02,0.06,0.49,8.6,42466.0,2015,4271748.0,20853.0,0.39,26.7,120149896.0,23.0,1.914275481353725e-07,99.0,96615314.0,25242937.0,51.095497131347656,79.29,5.8,0.03555348895183397
Micronesia (country),2.44,2906.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0,2015,2736.0,5.0,0.87,21.6,109477.0,0.0,0.0,73.93905639648438,24451.0,84435.0,49.17344665527344,22.46,23.3,0.024991550736684416
Moldova,11.87,2732.46,97.4,0.6,1.4,0.0,0.0,0.6,0.0,0.0,0.41,11.77,139506.0,2015,151203.0,223.0,0.61,34.7,3277390.0,0.0,0.0,100.0,1204392.0,1630138.0,51.94279479980469,42.49,14.5,0.04613518684074828
Mongolia,10.97,3875.32,2.3,3.2,35.9,0.01,55.1,3.5,0.0,0.0,0.57,9.73,75.0,2015,121830.0,225.0,0.58,25.8,2964756.0,0.0,0.0,88.40017700195312,2045831.0,952602.0,50.57168197631836,68.23,18.1,0.041092757717667155
Montenegro,10.92,6514.27,78.1,18.7,3.2,0.0,0.0,0.0,0.0,0.0,0.37,11.72,15087.0,2015,20965.0,22.0,0.16,36.5,633969.0,0.0,0.0,100.0,409418.0,212741.0,50.5693359375,65.81,14.8,0.03306944030386344
Morocco,0.7,2875.26,0.06,99.9,0.0,0.0,0.0,0.0,0.01,0.04,0.26,5.38,38619.0,2015,1786998.0,545.0,1.08,26.6,34680456.0,4.0,1.1533873718384788e-07,97.3000030517578,21078593.0,13585015.0,50.46378707885742,60.81,7.4,0.051527523167515445
Mozambique,2.19,589.86,56.7,18.0,17.9,0.0,0.0,7.4,0.0,0.0,0.31,3.19,0.0,2015,875876.0,1098.0,0.78,16.2,26843252.0,4.0,1.4901324176370284e-07,24.0,9302448.0,17739553.0,51.58628082275391,34.4,16.8,0.03262928053575625
Myanmar,4.41,1196.74,7.6,4.0,0.5,2.1,80.0,5.8,0.2,0.0,0.31,5.81,0.0,2015,1121772.0,2158.0,0.39,27.3,51483956.0,724.0,1.4062633415349823e-05,60.5,15729411.0,36951313.0,51.80101013183594,29.86,4.0,0.021788768524314644
Namibia,5.23,4896.62,97.5,0.3,1.9,0.0,0.0,0.2,0.0,0.0,0.57,6.99,0.0,2015,69144.0,440.0,0.3,20.4,2282709.0,3.0,1.3142279633540676e-06,51.59999847412109,1085689.0,1229212.0,51.59836196899414,46.9,13.7,0.03029032609938455
Nauru,3.71,8341.01,79.0,0.01,4.5,0.0,1.1,8.1,7.4,0.0,0.0,8.512985074626865,0.0,2015,271.0,,0.94,20.2,11207.0,0.0,0.0,99.0,10374.0,0.0,0.5,100.0,24.0,0.0241813152493977
Nepal,2.05,901.75,0.45,4.6,0.0,84.0,10.0,3.7,0.07,0.0,0.43,4.5,0.0,2015,1239476.0,722.0,0.13,21.5,27610328.0,8.0,2.8974664842808095e-07,82.52395629882812,5013180.0,22001853.0,54.10717010498047,18.56,12.6,0.04489175210088051
Netherlands,9.55,45193.4,50.6,6.0,42.1,0.5,0.2,0.2,0.2,0.2,0.81,12.14,0.0,2015,685726.0,103.0,0.86,41.2,17041110.0,0.0,0.0,100.0,15275237.0,1664686.0,50.28844833374024,90.17,9.3,0.040239514914228
New Zealand,10.44,38630.73,37.0,1.31,48.47,2.63,1.12,0.4,3.27,0.11,0.77,13.23,234700.0,2015,168086.0,63.0,1.23,36.3,4590591.0,0.0,0.0,100.0,3979802.0,629598.0,50.830039978027344,86.34,10.8,0.03661532905022469
Nicaragua,5.03,2049.85,85.8,0.0,12.5,0.0,0.0,1.4,0.1,0.0,0.18,6.68,0.0,2015,185428.0,637.0,0.2,22.5,6298610.0,0.0,0.0,83.24932861328125,3602941.0,2620293.0,50.71405029296875,57.9,5.8,0.029439511257245646
Niger,0.55,484.15,0.8,98.4,0.7,0.0,0.0,0.0,0.0,0.0,0.56,1.8,0.0,2015,508372.0,2073.0,0.12,14.4,20128132.0,614.0,3.0504569425518474e-05,16.600000381469727,3249670.0,16751993.0,49.85603332519531,16.25,9.0,0.025256789850146056
Nigeria,10.81,2687.48,38.23,61.34,0.04,0.0,0.01,1.0,0.06,0.0,0.43,6.18,0.0,2015,5113425.0,18026.0,0.22,16.7,183995780.0,14635.0,7.953986770783547e-05,52.5,86652535.0,94484919.0,49.36410903930664,47.84,7.6,0.0277909906411984
North Korea,3.82,12761.677889447237,2.0,0.0,71.3,0.0,1.5,12.3,12.9,0.0,0.01,8.512985074626865,0.0,2015,795739.0,1118.0,1.03,34.1,25258012.0,0.0,0.0,40.63749694824219,15431897.0,9751935.0,51.10255813598633,61.28,10.1,0.03150441927100201
North Macedonia,5.93,4861.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,9.37,79708.0,2015,65962.0,32.0,0.52,36.1,2107965.0,0.0,0.0,100.0,1188475.0,881751.0,49.96477127075195,57.41,7.9,0.03129179089785646
Norway,7.52,74355.52,84.7,3.7,10.1,0.5,0.6,0.0,0.2,0.0,0.87,12.77,0.0,2015,183744.0,22.0,4.35,38.2,5190357.0,0.0,0.0,100.0,4207493.0,981114.0,49.65470886230469,81.09,9.3,0.03540103310812724
Oman,0.77,18444.93,6.5,85.9,0.2,5.5,0.8,0.0,1.0,0.0,0.07,9.55,0.0,2015,169087.0,30.0,0.39,27.8,4191784.0,0.0,0.0,100.0,3471482.0,795859.0,34.785011291503906,81.35,2.9,0.04033771778316822
Pakistan,0.29,1356.67,1.27,96.47,0.0,2.14,0.0,0.0,0.01,0.01,0.31,5.16,0.0,2015,5920806.0,12879.0,0.61,19.4,210969300.0,5041.0,2.3894471849695667e-05,71.38154602050781,71845554.0,127581399.0,48.532188415527344,36.03,9.0,0.028064775301430114
Panama,7.71,13630.3,93.0,0.7,4.8,0.0,0.2,0.4,0.4,0.4,0.63,9.98,73.0,2015,112100.0,685.0,0.34,27.2,3957102.0,0.0,0.0,92.29476928710938,2646824.0,1321666.0,49.84661483764648,66.7,4.8,0.028328812348026408
Papua New Guinea,1.39,2679.35,99.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.25,4.58,0.0,2015,229896.0,877.0,0.29,20.6,8682172.0,0.0,0.0,42.87821960449219,1054983.0,7052789.0,49.00708770751953,13.01,3.7,0.02647908841243873
Paraguay,7.26,5413.78,96.9,0.0,1.1,0.0,0.0,1.7,0.2,0.0,0.33,8.52,1491.0,2015,237986.0,701.0,0.19,23.7,6177954.0,13.0,2.104256522466823e-06,99.33153533935548,4063413.0,2625333.0,49.113914489746094,60.75,6.0,0.03852181482736841
Peru,6.63,6229.1,93.0,0.0,6.5,0.0,0.2,1.0,0.3,0.0,0.61,9.09,74700.0,2015,700158.0,2628.0,0.49,26.7,30711864.0,15.0,4.884106024955046e-07,93.85218048095705,23571250.0,6899489.0,50.33476257324219,77.36,2.9,0.02279763937480317
Philippines,6.7,3001.04,85.0,5.5,0.1,0.01,1.5,1.5,0.1,0.03,0.5,8.8,0.0,2015,2624364.0,15646.0,0.29,23.0,103031360.0,1057.0,1.0259012401661008e-05,89.08000183105469,47262076.0,54851130.0,49.67471694946289,46.28,4.2,0.02547150692759952
Poland,11.63,12578.5,94.3,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.71,12.92,0.0,2015,1000648.0,366.0,0.39,38.7,38553148.0,0.0,0.0,100.0,22897449.0,15088963.0,51.53083419799805,60.28,14.4,0.02595502707068175
Portugal,11.88,19250.11,93.8,0.6,4.4,0.1,0.6,0.5,0.0,0.0,0.81,8.99,704467.0,2015,572563.0,126.0,0.31,42.8,10365436.0,0.0,0.0,100.0,6578828.0,3779248.0,52.64463424682617,63.51,8.5,0.055237715036781855
Qatar,1.62,63039.11,14.2,65.5,0.9,15.1,3.1,0.0,0.7,0.0,0.1,9.7,0.0,2015,114395.0,14.0,0.29,30.2,2414580.0,0.0,0.0,100.0,2538640.0,27068.0,23.98944091796875,98.94,4.5,0.04737676945887069
Romania,11.64,8969.15,84.82,0.31,0.68,0.0,0.0,0.01,0.12,13.04,0.53,10.98,364573.0,2015,658487.0,310.0,0.57,39.9,19906078.0,1.0,5.023591287043083e-08,100.0,10678041.0,9137575.0,51.31857681274414,53.89,9.2,0.03307969555831139
Russia,12.47,9313.01,73.3,10.0,16.2,0.0,0.1,0.2,0.0,0.2,0.14,12.53,400150.0,2015,5519376.0,16645.0,4.54,37.6,144668380.0,415.0,2.8686296203773073e-06,95.5,106703732.0,37393138.0,53.6701545715332,74.05,25.7,0.038151916818312336
Rwanda,9.26,751.08,93.4,4.8,3.6,0.0,0.0,1.0,0.2,0.0,0.21,4.13,0.0,2015,445325.0,531.0,0.21,18.2,11642963.0,11.0,9.447766861408046e-07,22.799999237060547,1933196.0,9435870.0,50.89616012573242,17.0,9.4,0.03824842525051398
Saint Kitts and Nevis,8.88,18028.97,94.6,0.3,1.6,1.5,0.0,1.3,0.8,0.0,0.0,8.4,0.0,2015,2476.0,,0.32,31.4,47814.0,0.0,0.0,100.0,15785.0,35419.0,0.5,30.83,3.6,0.05178399631906973
Saint Lucia,9.96,10093.62,91.1,0.1,6.0,0.3,0.0,0.5,2.0,0.0,0.0,8.42,0.0,2015,6243.0,33.0,0.32,30.6,175638.0,0.0,0.0,97.0327377319336,33166.0,145965.0,50.75614929199219,18.51,6.6,0.03554469989410036
Saint Vincent and the Grenadines,8.46,6921.7,88.7,1.5,2.5,3.4,0.0,2.0,2.0,0.0,0.0,9.86,0.0,2015,3977.0,29.0,0.21,30.7,106493.0,0.0,0.0,99.64327239990234,55620.0,53515.0,49.07133483886719,50.96,6.3,0.03734517761730818
Samoa,2.59,4071.93,96.8,0.1,2.5,0.0,0.0,0.0,0.3,0.0,0.0,11.56,0.0,2015,4855.0,6.0,0.48,19.8,203586.0,0.0,0.0,99.06708526611328,36600.0,156910.0,48.30396270751953,18.91,13.5,0.023847415834094682
Sao Tome and Principe,7.19,1584.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.62,0.0,2015,5633.0,14.0,0.57,17.7,201142.0,0.0,0.0,67.24929809570312,139954.0,59485.0,49.97367477416992,70.17,2.6,0.028005090930785216
Saudi Arabia,0.2,20627.93,4.4,93.0,0.7,1.1,0.3,0.3,0.3,0.0,0.05,9.94,0.0,2015,1464782.0,605.0,0.44,28.3,32749838.0,323.0,9.862644206056836e-06,100.0,26382763.0,5334913.0,43.12025451660156,83.18,4.5,0.044726389180917474
Senegal,0.73,1219.25,5.0,92.0,0.2,0.0,0.0,2.8,0.0,0.0,0.61,2.81,0.0,2015,415155.0,1195.0,0.19,17.2,14356191.0,1.0,6.965635940619626e-08,60.5,6685969.0,7892481.0,51.37008285522461,45.86,12.7,0.028918185889279406
Serbia,8.7,5588.98,92.5,4.2,3.3,0.0,0.0,0.0,0.0,0.0,0.3,11.02,24088.0,2015,310176.0,139.0,0.64,41.7,7519501.0,0.0,0.0,99.9000015258789,3951845.0,3143538.0,50.98365020751953,55.7,13.4,0.041249545681289225
Seychelles,18.35,14745.34,94.0,1.1,2.1,2.1,0.0,0.0,0.6,0.0,0.36,10.3,0.0,2015,2851.0,13.0,0.72,30.8,99260.0,0.0,0.0,100.0,51754.0,41665.0,48.54023361206055,55.4,7.6,0.028722546846665323
Sierra Leone,5.63,588.23,21.0,78.0,0.1,0.0,0.0,1.0,0.0,0.0,0.39,4.09,0.0,2015,239893.0,589.0,0.18,17.7,7314779.0,0.0,0.0,19.534536361694336,2928219.0,4243690.0,50.16878890991211,40.83,10.0,0.03279565930836735
Singapore,2.07,55646.62,18.2,14.3,16.4,6.0,33.9,2.3,9.7,0.0,0.36,11.57,0.0,2015,124581.0,23.0,0.22,38.7,5650020.0,0.0,0.0,100.0,5535002.0,0.0,47.66793441772461,100.0,7.0,0.022049656461393057
Slovakia,11.53,16342.22,68.8,0.1,23.8,0.02,0.1,0.04,0.7,6.5,0.64,12.64,28615.0,2015,183089.0,70.0,0.33,38.2,5424449.0,0.0,0.0,100.0,2922832.0,2500969.0,51.40909576416016,53.89,11.0,0.03375255256340321
Slovenia,12.74,20890.17,78.4,3.6,18.0,0.0,0.0,0.0,0.0,0.0,0.79,12.57,33662.0,2015,84086.0,20.0,1.2,41.6,2080865.0,0.0,0.0,100.0,1109788.0,953743.0,50.30651473999024,53.78,14.8,0.04040915676893984
Solomon Islands,1.55,2167.12,97.4,0.1,0.2,0.0,0.3,1.3,0.7,0.0,0.36,5.44,0.0,2015,14706.0,26.0,0.73,18.6,612670.0,0.0,0.0,55.09999847412109,134861.0,468272.0,49.16925430297852,22.36,25.5,0.02400313382408148
Somalia,0.01,386.44,0.01,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8.512985074626865,0.0,2015,557051.0,778.0,0.2,14.9,13763909.0,1713.0,0.0001244559230956845,51.13486099243164,5966601.0,7830603.0,50.1141242980957,43.24,13.0,0.04047186013798842
South Africa,9.61,6259.84,81.2,2.0,14.9,1.7,0.2,0.4,0.3,0.1,0.64,10.23,1123100.0,2015,2216103.0,21073.0,0.28,25.3,55876504.0,137.0,2.4518355693835104e-06,85.30000305175781,35905875.0,19480494.0,50.64308166503906,64.83,13.9,0.03966073110085771
South Korea,10.04,28732.23,29.4,0.2,46.4,0.11,22.9,0.8,0.2,0.0,0.57,12.12,0.0,2015,1322605.0,521.0,0.17,39.9,50994396.0,0.0,0.0,100.0,41645542.0,9369405.0,49.89280319213867,81.63,21.1,0.025936281312166146
Spain,11.32,25742.37,78.6,2.1,19.0,0.04,0.0,0.04,0.02,0.1,0.75,9.91,3776916.0,2015,2565141.0,298.0,1.12,41.5,46431344.0,0.0,0.0,100.0,36971015.0,9473817.0,50.899295806884766,79.6,5.8,0.055245891654568516
Sri Lanka,4.1,3843.78,0.0,0.0,0.0,30.6,70.3,0.0,0.0,0.0,0.45,10.46,0.0,2015,650019.0,630.0,0.53,30.8,21336692.0,4.0,1.8747048511549962e-07,94.35186767578124,3828283.0,17141717.0,51.800025939941406,18.26,19.0,0.03046484431607299
Sudan,0.52,1329.64,5.4,90.7,1.0,0.0,0.0,2.8,0.0,0.0,0.08,3.62,0.0,2015,1360399.0,2418.0,1.12,17.7,38171172.0,2305.0,6.038588492907685e-05,46.903106689453125,13185765.0,25717183.0,50.06901168823242,33.89,6.0,0.03563943491177059
Suriname,5.81,9168.24,51.6,15.2,5.4,19.8,0.6,5.3,1.8,0.2,0.63,9.37,0.0,2015,27406.0,40.0,0.48,26.8,575478.0,0.0,0.0,94.89523315429688,369343.0,189793.0,49.68755340576172,66.06,24.7,0.04762301947250807
Sweden,9.13,51545.48,76.2,4.6,27.0,0.2,0.4,0.2,0.2,0.1,0.88,12.35,0.0,2015,471157.0,121.0,3.99,39.8,9849344.0,4.0,4.06118417632687e-07,100.0,8481489.0,1317697.0,50.01657485961914,86.55,11.6,0.04783638382414098
Switzerland,11.58,84776.14,81.3,5.5,11.9,0.4,0.4,0.0,0.1,0.3,0.87,13.71,85045.0,2015,375558.0,50.0,1.91,41.2,8281735.0,0.0,0.0,100.0,6105617.0,2176779.0,50.50861358642578,73.72,9.9,0.04534774416230415
Syria,0.28,916.36,5.2,92.8,2.0,0.0,0.0,0.0,0.0,0.0,0.02,5.06,51.0,2015,579781.0,471.0,1.19,18.3,19205178.0,60942.0,0.003173206725811133,89.8164291381836,9388889.0,8608522.0,49.6262092590332,52.17,2.3,0.030188785545231602
Tajikistan,3.11,978.4,1.6,96.7,1.5,0.01,0.0,0.0,0.0,0.0,0.05,11.35,90.0,2015,205838.0,173.0,0.32,20.6,8524066.0,24.0,2.8155577396984023e-06,98.0,2260774.0,6193245.0,49.54664611816406,26.74,5.6,0.024147865584334988
Tanzania,11.05,947.93,61.4,35.2,1.4,0.1,0.0,1.8,0.07,0.0,0.37,5.83,0.0,2015,1677768.0,4358.0,0.52,16.4,52542824.0,30.0,5.709628397590507e-07,26.170637130737305,16277266.0,35205372.0,50.08776092529297,31.62,10.1,0.031931439391228764
Thailand,8.36,5840.05,0.9,5.5,0.3,0.2,93.2,0.09,0.0,0.0,0.03,8.18,0.0,2015,2419561.0,3584.0,0.46,36.5,70294410.0,174.0,2.475303512754428e-06,99.5999984741211,32772703.0,35941816.0,51.1610221862793,47.69,8.4,0.03442038990013573
Timor,2.01,1332.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,5.27,0.0,2015,27853.0,49.0,0.16,18.8,1205822.0,0.0,0.0,67.28153228759766,352787.0,843507.0,49.4489631652832,29.49,5.6,0.023098765821157684
Togo,2.37,570.91,43.7,20.0,6.2,0.0,0.0,35.6,0.6,0.0,0.39,4.51,0.0,2015,243069.0,693.0,0.29,18.1,7473232.0,0.0,0.0,44.64759063720703,2936588.0,4386574.0,50.313018798828125,40.1,12.3,0.03252528491019682
Tonga,0.68,4336.24,99.0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,11.27,0.0,2015,2416.0,4.0,0.38,20.7,106140.0,0.0,0.0,100.0,23457.0,77323.0,50.016868591308594,23.27,5.2,0.0227623892971547
Trinidad and Tobago,6.88,18214.46,65.9,5.9,1.9,22.7,0.3,1.9,1.4,0.0,0.63,11.11,0.0,2015,58482.0,500.0,0.56,32.7,1460180.0,0.0,0.0,100.0,730647.0,639685.0,50.5435905456543,53.32,10.0,0.040051226561108905
Tunisia,1.99,4094.84,0.2,99.5,0.2,0.0,0.0,0.0,0.0,0.1,0.67,7.08,32500.0,2015,599324.0,368.0,1.17,29.6,11557779.0,106.0,9.17131223914214e-06,99.9000015258789,7608627.0,3571324.0,50.432464599609375,68.06,3.4,0.051854599400109655
Turkey,2.12,11006.28,0.4,98.0,1.2,0.0,0.05,0.03,0.2,0.03,0.15,7.96,56017.0,2015,3512825.0,3841.0,0.35,28.8,79646180.0,1549.0,1.9448515923801996e-05,100.0,57806286.0,20723127.0,50.782691955566406,73.61,2.8,0.04410537956748208
Turkmenistan,5.3,6432.69,6.4,93.0,0.5,0.0,0.0,0.0,0.0,0.0,0.03,11.12,38288.0,2015,140393.0,227.0,0.99,24.4,5766427.0,12.0,2.0810113437662525e-06,100.0,2800283.0,2765000.0,50.76494598388672,50.32,9.0,0.02434661879878129
Tuvalu,1.98,3197.77,99.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2015,340.0,,0.66,23.9,10896.0,0.0,0.0,98.01488494873048,6629.0,4470.0,0.5,59.73,16.6,0.03120411160058737
Uganda,15.14,847.27,86.7,11.5,0.5,0.3,0.0,0.9,0.1,0.0,0.27,5.51,0.0,2015,1564882.0,5041.0,0.21,14.6,37477356.0,228.0,6.083673565445759e-06,18.5,8432534.0,29792913.0,50.88165283203125,22.06,11.1,0.04175540024755215
Ukraine,10.16,2124.66,83.8,1.2,14.7,0.0,0.0,0.0,0.0,0.1,0.35,11.16,91040.0,2015,2254467.0,3099.0,2.98,39.1,44982570.0,2079.0,4.621790173393828e-05,100.0,31183829.0,13970207.0,53.7372932434082,69.06,29.0,0.05011867930178289
United Arab Emirates,3.79,38663.4,14.0,70.0,1.1,10.0,2.0,0.0,0.8,0.0,0.09,10.67,0.0,2015,389512.0,76.0,5.7,29.2,8916909.0,0.0,0.0,100.0,7935894.0,1327002.0,29.602426528930664,85.67,5.5,0.043682401603515296
United Kingdom,11.21,45404.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,12.98,440.0,2015,3159568.0,886.0,3.8,39.0,65224370.0,3.0,4.5995078219996606e-08,100.0,53802927.0,11313292.0,50.71147155761719,82.63,7.1,0.048441525767132745
United States,9.82,56863.37,78.3,0.9,16.4,0.6,1.2,0.2,0.6,1.8,0.85,13.25,3266630.0,2015,14967077.0,18364.0,14.18,36.6,324607780.0,74.0,2.279674257961408e-07,100.0,261950744.0,58788250.0,50.5382194519043,81.67,12.4,0.04610818939706251
Uruguay,6.99,15613.75,57.9,0.0,40.7,0.0,0.0,0.8,0.3,0.3,0.83,8.67,66450.0,2015,107495.0,274.0,0.34,34.0,3402820.0,0.0,0.0,99.70948028564452,3242948.0,169065.0,51.76829528808594,95.04,17.6,0.031589975373366795
Uzbekistan,2.59,2753.97,2.3,96.7,0.8,0.01,0.01,0.01,0.0,0.01,0.04,11.36,34545.0,2015,919544.0,576.0,0.57,25.1,30949416.0,12.0,3.8772944859444195e-07,100.0,15884192.0,15414708.0,50.18734359741211,50.75,11.9,0.029711190673193964
Vanuatu,2.14,2695.67,93.3,0.1,1.2,0.0,0.0,4.1,1.4,0.0,0.57,6.79,0.0,2015,6817.0,7.0,0.55,19.4,276450.0,0.0,0.0,52.2051010131836,67676.0,203452.0,49.2590217590332,24.96,19.8,0.024659070356303128
Venezuela,6.82,12761.677889447237,89.3,0.3,10.0,0.0,0.0,0.2,0.07,0.0,0.07,9.64,0.0,2015,963124.0,18403.0,0.34,26.2,30529722.0,1.0,3.2754965800212655e-08,100.0,26518334.0,3563493.0,50.29153823852539,88.15,7.9,0.03154709368136402
Vietnam,7.86,2085.1,8.2,0.2,29.6,0.21,16.4,45.3,0.4,0.0,0.21,8.04,7043.0,2015,2462610.0,1663.0,0.98,29.7,92191400.0,6.0,6.508199246350527e-08,99.82130432128906,31333195.0,61343887.0,50.1522216796875,33.81,8.1,0.026711927576758786
World,6.3,10223.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,8.28,28490045.0,2015,262439139.0,465776.0,1.37,28.5,7426597400.0,167164.0,2.250882752847219e-05,86.61952209472656,3960624201.0,3385230743.0,49.58451843261719,53.92,9.8,0.03533773609432497
Yemen,0.05,1601.83,0.2,99.1,0.1,0.6,0.0,0.0,0.0,0.0,0.05,3.0,0.0,2015,1118575.0,2274.0,1.03,17.6,28516552.0,7747.0,0.00027166678496053803,67.31092834472656,9215168.0,17282713.0,49.59523010253906,34.78,5.8,0.03922546456528125
Zambia,6.89,1338.29,97.6,1.0,0.5,0.1,0.0,0.3,0.9,0.0,0.28,6.67,0.0,2015,474532.0,1075.0,0.52,16.0,16248231.0,7.0,4.308161300759449e-07,31.100000381469727,6654568.0,9224802.0,50.519630432128906,41.91,14.7,0.029205148548171182
Zimbabwe,4.92,1445.07,87.0,1.0,7.9,0.0,0.0,3.8,0.3,0.08,0.2,8.23,2316.0,2015,354911.0,1855.0,1.26,17.0,14154937.0,13.0,9.184074786062276e-07,33.70000076293945,4473872.0,9340770.0,52.45061111450195,32.38,24.6,0.025073301279970373
